customer_id,first_name,last_name,email,phone,date_of_birth,province,city,postal_code,account_creation_date,subscription_type,monthly_charges,total_charges,contract_length,payment_method,paperless_billing,auto_pay,referral_code,last_login_date,account_status
CUST_000016,Darren,Singleton,ashley88@example.org,(496) 298-4798 x198,1968-12-27,ON,Parrishburgh,P9N 3R3,2022-05-25,Basic,30.628633969484547,583.1041610655673,36,Credit Card,False,False,,2023-11-02,Active
CUST_000017,Kaitlyn,Olson,wattswilliam@example.net,1 (585) 856-2050,1987-09-19,ON,New Rachel,K3H 1K0,2022-12-24,Basic,30.25483784665324,333.2647465532672,12,Bank Transfer,True,True,REF8676,2022-12-26,Active
CUST_000018,Cindy,Kramer,taylorrobert@example.org,522-157-4401 x193,1975-12-10,ON,West Rickyhaven,K3C 0K1,2023-10-03,Enterprise,150.20232764100902,455.33245881233825,24,Credit Card,False,False,REF5346,2023-10-13,Active
CUST_000019,Michelle,Lopez,katrina53@example.org,+1 (337) 972-1010,1972-10-10,ON,Thomasport,P9P 3Z7,2022-09-20,Premium,61.834674489602094,865.3808590689515,24,Bank Transfer,True,True,REF5472,2023-05-04,Active
CUST_000020,Keith,Ritter,ytaylor@example.com,(406) 608-3355,1972-07-29,AB,Roberthaven,T6O 0V1,2022-07-02,Basic,28.672277409556962,545.0544740696533,12,Credit Card,False,True,REF3162,2023-07-30,Active
CUST_000021,Heather,Bailey,nicole30@example.com,(543) 279-7312,1962-05-13,AB,Lake Christopherside,T2N 2I7,2022-03-13,Premium,58.48908888084472,1229.515560004027,12,Credit Card,True,False,,2022-10-19,Active
CUST_000022,Alexis,Banks,darrenlewis@example.org,196 192 6656,1946-02-22,ON,Coffeymouth,K0U 8A1,2023-07-27,Basic,31.268674582041374,157.50424477487786,24,Credit Card,True,True,,2023-09-06,Active
CUST_000023,Robert,Lee,xroberson@example.org,125 931 7443,1967-10-25,MB,South Victoriaton,R0F 6A6,2022-01-22,Basic,29.28584397145828,647.1457868116017,12,Bank Transfer,False,False,,,Active
CUST_000024,Charles,Dillon,randerson@example.com,(193) 908-5438,2001-02-26,AB,New Rachel,T2G 4G0,2022-03-30,Basic,30.227461692157952,601.9332473334538,24,Credit Card,True,False,REF7257,2022-07-11,Active
CUST_000025,Casey,Murphy,reynoldskatie@example.org,1-721-809-3236,1955-12-23,QC,Davidshire,J8F 0Q1,2022-03-12,Basic,31.04367629348702,651.3538730618337,12,Credit Card,True,True,,2023-05-30,Active
CUST_000026,Jennifer,Moss,davidsonjoshua@example.com,1 (466) 624-6583,1973-12-26,ON,West Michael,K9H 9T0,2022-05-20,Premium,60.70616968048229,1093.6033355271052,12,Credit Card,False,False,,2023-04-09,Active
CUST_000027,John,Mcdonald,amanda10@example.org,1-313-780-4288,1983-10-13,MB,East Jacobburgh,R3I 6E4,2022-03-31,Basic,29.861716493138786,567.0538870640685,12,Bank Transfer,True,True,,,Active
CUST_000028,Steven,Martinez,morgan99@example.com,1-901-294-7638,1966-11-04,ON,Clementsmouth,K1R 3Q4,2022-02-08,Basic,28.887737254529032,575.0004114677978,12,Credit Card,False,True,,2022-07-01,Active
CUST_000029,Diane,Lee,rodriguezmary@example.com,589.744.4704,1984-10-02,SK,South Edward,S7R 4T8,2023-07-20,Premium,57.0374308198058,226.93000010478528,24,Bank Transfer,False,True,,2023-11-10,Active
CUST_000030,Elizabeth,Chandler,hawkinsmallory@example.org,947-414-5564 x920,1946-09-12,AB,Carlosborough,T1X 8E4,2023-05-02,Basic,29.335487058102224,235.19494860398044,36,Credit Card,True,False,REF5696,2023-09-13,Active
CUST_000031,Brenda,Jefferson,underwoodthomas@example.net,(692) 208-8512 x433,1953-04-30,AB,Reginamouth,T8P 4B1,2022-03-25,Premium,60.79557239940786,1339.1731378556292,12,Credit Card,False,True,REF4246,2023-03-09,Active
CUST_000032,Martin,Schwartz,ograham@example.com,1-910-875-9769,1988-08-14,ON,North Tammychester,M2X 7R6,2023-05-17,Basic,30.17265968745946,241.56807133252084,36,Bank Transfer,True,True,,2023-12-15,Active
CUST_000033,Wayne,Barnett,kristin33@example.org,703.669.3065,1981-11-19,ON,Lake Carolyn,L8B 5S8,2023-05-30,Basic,28.934633262916876,231.28819237217527,12,Credit Card,True,True,,2023-10-11,Active
CUST_000034,Catherine,Phelps,markortega@example.org,+1 (698) 010-9198,1993-12-21,ON,West Lance,K5G 3V1,2022-08-26,Basic,29.55118222520924,472.5661621759346,36,Credit Card,False,True,,2023-09-03,Active
CUST_000035,Lori,Lopez,carolpark@example.com,(497) 529-2932 x813,1948-06-17,QC,West Michelleborough,G2N 0F5,2023-01-20,Premium,61.68403659038965,676.7619045505143,12,PayPal,False,True,REF6537,2023-06-15,Active
CUST_000036,Jasmin,Flores,lking@example.net,929-363-3160 x133,2005-09-10,NS,Lake Johnfort,B6B 7H3,2023-05-15,Basic,30.939443230185187,186.18217496519742,12,Credit Card,False,False,,2023-11-12,Active
CUST_000037,Albert,Smith,torresnicole@example.com,1-459-534-0613,1966-11-02,ON,North Danielle,L3A 3M5,2022-09-02,Basic,29.326030580007984,466.32946762603893,24,Credit Card,True,False,,2022-11-07,Active
CUST_000038,Jared,Weeks,collinsjames@example.org,199 469 8262,1989-11-18,ON,Murrayland,P5A 1I2,2022-09-26,Basic,30.231688611482383,455.3456341397007,36,Credit Card,False,True,REF2548,2023-05-18,Active
CUST_000039,Alexander,Mitchell,kayla70@example.net,(689) 949-5983,2005-01-26,ON,East Christopherton,M6T 8D6,2022-07-26,Basic,31.18811469400069,466.96978611953097,36,Credit Card,True,False,REF7255,2023-06-08,Active
CUST_000040,Alison,Yoder,acevedoandrea@example.com,1-236-544-5231,1978-07-24,BC,Port Scott,V5N 1V5,2022-09-21,Premium,60.72880930426851,971.5101490570122,12,Bank Transfer,True,False,,2023-03-22,Active
CUST_000041,Joshua,Taylor,saundersdon@example.com,+1 (341) 550-9172,1955-05-27,ON,Shafferstad,M6W 4R2,2023-10-06,Premium,58.1413487178479,173.62341063246026,24,Credit Card,False,True,,2023-11-27,Active
CUST_000042,David,Davis,elliottlinda@example.org,913-257-6887 x118,1987-04-22,ON,North Michael,P0J 4G6,2023-04-19,Premium,61.704267206038004,554.7372700737517,12,Credit Card,False,False,,2023-08-20,Active
CUST_000043,Peter,Brown,andersoncrystal@example.net,+1 (636) 171-6816,1946-06-21,ON,East Tim,P7Z 2V1,2023-10-20,Basic,29.341575428574085,88.5236278171341,24,Credit Card,False,True,,2023-12-01,Active
CUST_000044,Brian,Hubbard,dthompson@example.net,1 (300) 085-9690,1993-05-11,QC,Lake Joyce,J4H 3E0,2023-08-04,Basic,28.62909494056018,144.12386943476864,24,Credit Card,False,True,,2023-08-12,Active
CUST_000045,Anne,Price,ruben73@example.net,141.042.9177,2002-07-18,BC,Gomezmouth,V6P 6H2,2022-12-08,Basic,30.45801797532424,366.3383627544746,36,Credit Card,True,True,,2023-03-27,Active
CUST_000046,Mikayla,Lester,wbailey@example.net,1-525-407-1434,1974-07-05,ON,Port Robertfort,P7B 8H1,2023-04-26,Basic,29.859429014585043,238.37701824814383,36,Bank Transfer,False,False,,2023-09-05,Active
CUST_000047,Samantha,Deleon,qpratt@example.net,1 (588) 414-0031,1964-04-10,ON,New Whitney,P8N 8O2,2022-07-01,Premium,61.451688997515355,1041.00399850739,36,Credit Card,False,False,REF6120,2023-09-20,Active
CUST_000048,Ronald,Dougherty,obryant@example.net,1-119-874-0343,1965-09-23,QC,Johnsonmouth,J4Y 8P3,2022-09-27,Basic,29.314017743305694,409.41532927442097,12,Bank Transfer,True,False,REF7956,2023-07-12,Active
CUST_000049,Holly,Brooks,dyerashley@example.net,134.569.8788,1969-04-04,MB,South Tyroneland,R2E 3M2,2022-10-16,Premium,61.22830843102562,855.5645699880292,12,Credit Card,True,False,,2023-02-02,Active
CUST_000050,Lindsey,Hamilton,walterjensen@example.com,(691) 024-2990,1960-11-07,BC,Haileyfort,V0G 6M9,2023-03-30,Premium,62.665926139507015,564.8385717867138,36,Bank Transfer,True,False,,2023-10-11,Active
CUST_000051,Thomas,Simmons,wardjason@example.net,+1 (438) 226-7313,1954-10-01,BC,North Karenstad,V6N 8X8,2022-06-12,Basic,30.889304644652864,589.7163053276134,12,Bank Transfer,True,False,REF7132,2023-10-14,Active
CUST_000052,Marie,Williams,alexandra25@example.net,(118) 497-8668,1975-09-10,QC,Hunterville,G6K 6X2,2023-09-07,Basic,31.01117648352461,124.58160069435007,12,Credit Card,True,True,,2023-12-18,Active
CUST_000053,Kristen,Hernandez,hilltracy@example.com,279-246-2363 x909,1984-06-13,ON,New Garyshire,K1U 6E7,2023-10-04,Basic,29.03550535051378,87.43224831229963,24,Credit Card,False,False,,2023-11-11,Active
CUST_000054,Laura,Mccoy,bowersmaureen@example.com,(176) 469-8670 x867,1967-05-21,BC,Josephfurt,V6I 6I1,2022-08-11,Basic,29.900950201802925,478.5926540556076,24,Credit Card,True,False,REF8771,2022-12-29,Active
CUST_000055,Briana,Johnson,jeff36@example.org,(675) 102-1599 x979,1952-01-06,ON,New Phillipburgh,K0H 3A9,2022-11-17,Premium,57.90464169236296,752.3770686134476,24,Bank Transfer,True,False,,2023-08-03,Active
CUST_000056,Jimmy,Carrillo,oholmes@example.net,1-961-701-1891,2006-01-31,BC,Jerryfort,V7W 4Y5,2023-02-04,Basic,28.99369964096004,347.2666197515858,12,Credit Card,True,True,,2023-10-17,Active
CUST_000057,Jose,Warner,jeffreysmith@example.org,499-174-7061 x860,1946-12-30,ON,Olsonborough,K4S 6M3,2023-04-30,Basic,28.718413437051336,258.95226329139007,36,Credit Card,True,True,,2023-10-24,Active
CUST_000058,Kevin,Edwards,tburns@example.net,170-041-0159 x651,1998-08-05,MB,New Antonio,R9Z 0L8,2023-02-18,Premium,59.560339701395236,659.2327549286663,24,Credit Card,False,True,,2023-07-17,Active
CUST_000059,Robert,Carroll,sheltonkelsey@example.org,1-589-685-1390,1948-08-11,QC,Port Luis,H7D 6L7,2023-09-30,Basic,30.611718622474523,123.36486737409383,12,Bank Transfer,False,True,,,Active
CUST_000060,Carol,Valdez,rmoreno@example.org,(780) 377-8076 x102,1962-04-25,ON,Erinhaven,M9Z 8Y7,2022-10-06,Basic,29.884656441131888,417.1967758161831,24,Credit Card,False,False,,2023-05-21,Active
CUST_000061,Janet,Boyer,lauren75@example.com,1 (255) 960-6961,1986-10-05,NS,Ericburgh,B4O 3Y7,2023-07-13,Enterprise,151.03767482053016,754.3195722869731,36,Credit Card,False,False,REF0145,2023-12-29,Active
CUST_000062,Vanessa,Williams,mary40@example.net,642 131 3817,1962-04-06,ON,South Mariaport,L7G 5Z4,2022-06-21,Enterprise,147.5952423086211,2653.2975160660667,12,PayPal,False,True,,2023-07-31,Active
CUST_000063,Sarah,Pierce,natasha42@example.net,200.871.6446,1981-02-06,NS,New Benjaminstad,B6P 8Y3,2023-10-12,Premium,61.133465427339694,186.02068224715475,12,Credit Card,False,False,,2023-11-30,Active
CUST_000064,Jessica,Cohen,keithpratt@example.net,965.899.6932,1959-02-15,AB,Hoffmanstad,T6W 3J9,2022-11-10,Basic,29.597192331532447,385.46902637511846,12,Credit Card,False,False,,2023-08-07,Active
CUST_000065,Alexis,Hardin,waltersmorgan@example.org,455-513-5470 x582,1990-11-11,SK,Dustinton,S7I 4I3,2023-03-14,Premium,57.71431465262908,577.7715810042612,24,Credit Card,True,False,REF4433,2023-07-06,Active
CUST_000066,Mary,Walker,kcurry@example.com,+1 (725) 463-9281,1962-10-20,QC,Tracychester,J2G 3X7,2023-01-25,Enterprise,146.63771790490338,1767.7532033566517,12,Credit Card,False,True,,2023-12-18,Active
CUST_000067,Daniel,Perez,brendan53@example.org,272 641 4416,1954-02-11,MB,West Jennifermouth,R2J 0W8,2023-11-26,Premium,57.74987117612804,115.51918606258371,24,Bank Transfer,True,True,,2023-12-29,Active
CUST_000068,Paul,Wood,faithwoods@example.net,285-367-4439,2000-07-12,ON,Kelliechester,L7D 0S4,2023-05-15,Basic,29.898221437846598,240.0586199949782,36,Bank Transfer,False,False,REF9930,2023-08-22,Active
CUST_000069,Eric,Garcia,chavezsamuel@example.net,388.945.7265,1950-04-09,AB,Jenningsbury,T1C 6P1,2023-04-29,Enterprise,151.1452403259058,1353.8635576501558,24,Credit Card,True,True,REF3216,2023-09-24,Active
CUST_000070,Christopher,Morse,rebeccamcbride@example.com,966-324-5899,1987-11-09,AB,Diazberg,T1H 1R6,2023-02-07,Premium,60.62779958980653,666.3785757902199,24,Bank Transfer,True,False,,2023-03-12,Active
CUST_000071,Ryan,Mccarthy,taylorthomas@example.org,(500) 265-5571 x576,1972-08-26,MB,East Mary,R4S 9B9,2022-06-16,Basic,31.369866223525467,563.0603501438001,12,Credit Card,True,True,,2023-03-04,Active
CUST_000072,Mary,Reynolds,jamie56@example.net,1 (396) 401-1313,1989-12-18,QC,Port John,G2H 2R1,2022-06-28,Basic,28.95994131371397,492.5765443366663,12,Credit Card,False,False,,2022-12-29,Active
CUST_000073,Lisa,Sims,davieskristen@example.net,1 (180) 954-6952,1985-05-23,ON,Elizabethfurt,K3J 4W7,2022-03-06,Basic,28.70396810070028,631.1337978016401,12,Credit Card,True,False,,2023-04-04,Active
CUST_000074,Juan,Vargas,gduncan@example.org,408.118.3160,1975-06-11,AB,Jonesfurt,T6D 8H2,2023-05-25,Basic,31.214825924192606,187.59605940172204,12,Credit Card,True,True,REF7159,2023-09-19,Active
CUST_000075,Brendan,Johnson,terridavis@example.com,(522) 542-7193 x550,1978-12-09,AB,West Rodney,T7D 7W4,2022-02-06,Basic,30.589001321242176,704.6814193455136,24,Credit Card,False,False,,2023-12-03,Active
CUST_000076,Bobby,Davis,karen35@example.com,(347) 692-2827,1962-04-07,ON,Lake Davidshire,N5T 4A1,2023-02-27,Basic,29.177044322749758,319.72316091185235,24,Credit Card,True,False,,2023-10-27,Active
CUST_000077,Amber,Hall,latoya49@example.net,(362) 723-6347,1954-05-27,BC,Kelseyburgh,V7Q 7I2,2023-01-25,Enterprise,157.44368517851353,1730.0205345783802,24,Credit Card,False,False,,2023-10-05,Active
CUST_000078,Valerie,James,veronica86@example.com,780.069.8697,2001-08-04,AB,Glennburgh,T5K 1F5,2022-04-09,Basic,29.725023624273593,594.2293720833218,12,Credit Card,False,False,,2023-06-18,Active
CUST_000079,Phillip,Khan,yangdylan@example.net,154.411.6428,1990-12-21,ON,East Thomaschester,P0O 1K4,2022-01-13,Enterprise,147.33928352035366,3538.931974377323,36,Credit Card,False,True,,2022-08-15,Active
CUST_000080,Kimberly,Jones,robinsonroger@example.com,856-814-8275,1955-05-30,QC,North Adam,H0G 8L9,2023-01-10,Basic,30.759073019012668,369.0718506263926,12,Credit Card,False,True,REF1074,2023-02-02,Active
CUST_000081,Michael,Taylor,lkelley@example.net,631 606 6060,1990-03-04,QC,Christopherburgh,H7W 7D0,2023-08-22,Premium,62.828407748114344,312.83091477190465,24,Credit Card,True,True,,2023-10-29,Active
CUST_000082,Shane,Davis,lisa11@example.org,566-999-4177 x490,1985-12-23,NS,New Tonyfort,B1H 1O1,2023-10-21,Premium,60.87611042301377,181.72507002540857,24,Credit Card,True,False,,2023-12-10,Active
CUST_000083,Gail,Perkins,charlestucker@example.com,(252) 945-8195,1979-11-25,QC,Victoriatown,J4N 7P3,2023-07-04,Basic,29.860402631724206,180.32496726617043,12,Bank Transfer,True,False,REF0806,2023-12-12,Active
CUST_000084,Amy,Mason,andrew84@example.org,1 (461) 391-9726,1965-10-23,ON,Port Stevenstad,L1I 6K8,2023-07-14,Basic,29.291750816537643,175.19887475192417,12,Credit Card,True,False,,2023-10-04,Active
CUST_000085,Susan,Compton,xgutierrez@example.net,(415) 151-5805 x184,2003-06-26,AB,Port James,T2O 8P5,2022-02-25,Premium,58.98480729430879,1240.276246188189,12,Credit Card,False,False,,2023-02-12,Active
CUST_000086,Jennifer,Johnson,smithjohn@example.net,(466) 483-9450,1949-10-12,QC,West Christopher,J3S 6H6,2022-12-12,Basic,28.621398249992808,374.1300946525146,12,Credit Card,False,False,,2023-02-07,Active
CUST_000087,Mark,Becker,tvasquez@example.org,(636) 910-5920 x202,1985-11-29,QC,South Zachary,J2P 0E8,2022-04-13,Premium,62.781656187470944,1196.70449397084,24,Credit Card,False,True,,2022-12-12,Active
CUST_000088,Lauren,Lawrence,ashleyjones@example.net,588-588-7935,2004-10-17,ON,Bruceborough,P7A 2N2,2022-07-20,Premium,57.43939466121401,974.4937285185769,24,Bank Transfer,False,False,,2023-01-30,Active
CUST_000089,Nicholas,Owens,hillphilip@example.net,+1 (595) 943-1747,1989-01-06,BC,Calvinmouth,V5V 8M5,2022-03-24,Basic,30.370270737844955,638.1624919090258,12,Credit Card,False,True,,2022-06-07,Active
CUST_000090,Karen,Johnson,joshua38@example.org,502-697-7812,1963-06-03,ON,Natashahaven,M3X 1N1,2022-01-04,Basic,30.770848709289798,707.7578359480157,36,Credit Card,True,False,REF8750,2022-05-27,Active
CUST_000091,Joshua,Campbell,rebeccasanchez@example.com,(972) 050-0332,1957-09-25,ON,Kennedyville,K0K 0J5,2023-11-27,Premium,59.239171697562114,118.8439766187444,12,Credit Card,True,True,,2023-11-28,Active
CUST_000092,James,Cummings,brandon46@example.org,179.123.1388,1957-01-25,NS,East Veronicaview,B2F 1T6,2022-07-31,Basic,30.349011395243707,482.5902907472923,36,PayPal,True,False,,2023-12-27,Active
CUST_000093,Elizabeth,Smith,jaredgolden@example.com,325.508.0221,1975-12-27,ON,Bellside,N4O 4V0,2023-10-03,Basic,31.186326686569263,94.06854982507838,12,Credit Card,False,False,,2023-12-07,Active
CUST_000094,Amanda,Spencer,landrydavid@example.org,(408) 340-8856,1981-11-19,ON,New Justin,N5S 4U6,2023-11-02,Premium,61.13169076124832,121.30263720811863,12,Credit Card,False,False,REF0253,2023-11-09,Active
CUST_000095,Justin,Young,jessicazamora@example.com,537 167 6657,1973-08-23,AB,North Carol,T1H 6S5,2022-03-04,Basic,30.214360978605754,634.4529479234945,36,Credit Card,False,True,,2023-02-19,Active
CUST_000096,Michelle,Thomas,andersontara@example.org,1-771-988-8803,1960-02-20,ON,Port Karifort,M0S 0T7,2023-01-20,Premium,61.986700559139464,682.0941176557394,24,Bank Transfer,False,True,,2023-05-21,Active
CUST_000097,Timothy,Thomas,amanda56@example.org,(261) 643-3904 x674,1998-10-22,BC,New Daniellechester,V9I 2U1,2023-06-18,Premium,62.41001882073374,436.8502255519103,12,Credit Card,True,False,,2023-07-08,Active
CUST_000098,Tim,Cook,andrewchapman@example.org,(330) 139-7622,1963-05-15,AB,Robertsport,T2C 4K6,2022-01-23,Premium,58.0441647825954,1217.4918131871782,36,Credit Card,True,False,,2023-11-14,Active
CUST_000099,Linda,Miller,rachelfoster@example.org,298.335.1805,1954-02-04,ON,Sextonmouth,L4P 4X5,2023-10-21,Premium,61.81509099908847,185.12568544439176,12,PayPal,False,True,REF1602,,Active
CUST_000100,Joy,Whitney,josephtaylor@example.com,1-297-742-9567,1990-03-31,AB,Dylanbury,T8L 1Z6,2022-12-02,Basic,28.5322420466476,343.28710313982253,24,Bank Transfer,True,False,,2023-08-10,Active
CUST_000101,Kathryn,Christian,williamssuzanne@example.com,1 (860) 294-9026,1987-01-24,ON,Port Mariafort,M9M 5D3,2023-01-25,Enterprise,149.5621815428536,1647.6202075397619,24,Bank Transfer,False,True,,2023-09-05,Active
CUST_000102,Yolanda,Hudson,joseph52@example.org,(757) 942-0037,1979-06-03,ON,Danielbury,N4U 6D2,2022-01-06,Premium,57.26253551926928,1256.0575542186032,12,Credit Card,True,False,,2023-04-10,Active
CUST_000103,Thomas,Daniel,christine42@example.com,1 (820) 360-4062,1973-03-24,MB,Kaylafort,R8E 6O5,2023-08-26,Basic,30.501288170331666,122.99132651124373,12,PayPal,False,True,,2023-12-28,Active
CUST_000104,Kevin,Weaver,hwatson@example.com,+1 (680) 036-4885,2002-02-13,NS,Lake Lauren,B9N 4B5,2023-09-18,Basic,29.142091784407985,116.13112071088926,24,Credit Card,False,True,,2023-09-25,Active
CUST_000105,Brianna,Mckenzie,pwilliams@example.net,+1 (973) 408-7406,1998-05-13,ON,Haneyberg,M8U 5B6,2022-11-26,Basic,29.317868441143897,409.8374306418123,24,Bank Transfer,True,False,REF9344,2023-04-18,Active
CUST_000106,Sara,Hardy,marcushernandez@example.com,427.383.1290,2000-02-01,AB,North Jennifer,T0Z 5H2,2022-10-28,Premium,61.71158162175792,926.1053999253515,12,Credit Card,True,True,,2023-06-30,Active
CUST_000107,Travis,Gonzalez,summersmark@example.net,(544) 178-0985 x707,1946-10-10,ON,Port Rachel,P3H 5Y2,2022-09-20,Basic,30.855642619078548,461.8844287975745,12,Bank Transfer,True,False,,2023-01-13,Active
CUST_000108,Sandra,Cox,jnavarro@example.net,(656) 848-0151 x297,1978-10-16,ON,East Taylor,L8I 2D0,2023-11-08,Basic,28.88577788545613,56.893152975669864,12,Bank Transfer,False,True,,2023-12-29,Active
CUST_000109,Kimberly,Adams,holmesjennifer@example.org,490-910-1665,1959-03-29,QC,Jillianhaven,H0E 6Q1,2023-08-21,Basic,30.72675015982695,123.67140993371152,12,Bank Transfer,False,False,,2023-10-18,Active
CUST_000110,Kristina,Ball,andrea45@example.com,(375) 490-2563 x515,1963-06-13,ON,North Lydiaville,K7Q 3T0,2022-02-05,Premium,61.35323073998524,1289.4043338189522,24,Credit Card,False,False,,2022-08-20,Active
CUST_000111,Justin,Graham,gary29@example.net,1-278-866-3304,1959-12-17,ON,Melanieview,N6N 1P7,2022-09-06,Enterprise,143.592787245781,2442.0609828220845,12,Credit Card,True,False,,2022-10-05,Active
CUST_000112,Nancy,Crawford,mcdanieljames@example.org,(846) 707-1578,1991-03-12,AB,Joshuaborough,T9U 9R5,2022-03-19,Enterprise,148.20368507787902,2804.786947602387,36,Bank Transfer,False,False,,2022-09-24,Active
CUST_000113,Joshua,Davidson,jeffery46@example.com,(411) 783-6969 x437,1964-05-28,ON,Beltranburgh,K8X 3N7,2022-04-03,Basic,31.153884974943487,622.2158494812661,24,Credit Card,False,False,,2022-06-06,Active
CUST_000114,Pamela,Martin,millsheather@example.org,395.018.8871,2003-09-06,QC,North Michelle,J1K 6K4,2023-03-29,Enterprise,148.10464105050963,1329.1561869720567,12,Credit Card,True,False,REF7556,2023-09-06,Active
CUST_000115,Michael,Watts,sarahdavis@example.org,(690) 231-1948 x928,1969-06-10,ON,Benjaminmouth,K6D 5Z2,2022-10-28,Basic,30.159055836110433,361.6834861560617,12,Credit Card,False,True,,2023-09-27,Active
CUST_000116,Stacey,Gonzalez,penny60@example.com,1-547-449-4420,1950-05-14,ON,West Drew,N0J 9J5,2022-02-07,Premium,57.61199979498187,1325.5754058969976,24,Credit Card,True,True,,2023-10-02,Active
CUST_000117,Hunter,Strickland,riverabrittney@example.com,159.000.0070,2000-04-06,NS,Kingfort,B5R 5D4,2023-02-02,Basic,30.212225912990057,331.7713848922542,12,Bank Transfer,False,True,,2023-04-11,Active
CUST_000118,Leah,Sparks,sanchezphilip@example.org,+1 (879) 395-7287,1980-02-14,ON,Martinberg,M0F 4W4,2023-04-16,Enterprise,156.31264127797658,1256.626091379455,12,PayPal,False,True,REF6544,2023-11-25,Active
CUST_000119,Jennifer,Lloyd,paulgreen@example.net,+1 (947) 044-7488,1974-06-15,ON,Lopezbury,N1E 0C8,2022-03-16,Premium,58.28108214732103,1282.863018999134,24,PayPal,False,False,,2022-09-21,Active
CUST_000120,Scott,Larson,paula76@example.net,+1 (645) 651-5315,2006-08-05,ON,Lake Angelaville,M9T 1B2,2022-03-09,Basic,28.96257228142435,637.1068196677529,36,Credit Card,True,True,REF2541,2023-11-13,Active
CUST_000121,William,Kelly,zdixon@example.net,1 (657) 551-5749,1960-11-08,BC,Shannonland,V9O 6I3,2022-01-07,Premium,61.51940391886656,1476.202330898971,12,Credit Card,True,False,,2023-09-25,Active
CUST_000122,Kelsey,Phillips,monica29@example.net,(267) 355-2751,1976-11-03,QC,Danielston,J9P 8V4,2022-07-17,Enterprise,143.17171502170382,2445.633112702247,12,Credit Card,False,True,REF5678,2023-08-13,Active
